,IMO_Number,DWT
1498,9242443,44485
1499,9242558,11639
1500,9242560,11367
1501,9242596,7970
1502,9242625,22308
1503,9242651,22308
1504,9243148,77410
1505,9243162,40478
1506,9243174,40478
1507,9243186,40478
1508,9243203,40478
1509,9243227,750
1510,9243253,18712
1511,9243306,52785
1512,9243382,16882
1513,9243394,105446
1514,9243409,105436
1515,9243423,7319
1516,9243435,7384
1517,9243447,7380
1518,9243564,50326
1519,9243590,35925
1520,9243617,35881
1521,9243801,9150
1522,9243849,11350
1523,9244037,27112
1524,9244075,20002
1525,9244180,7992
1526,9244192,7979
1527,9244257,36489
1528,9244295,53054
1529,9244441,35676
1530,9244881,53115
1531,9244934,81142
1532,9245249,52344
1533,9245263,10297
1534,9245275,10273
1535,9245598,12594
1536,9245677,13698
1537,9246102,6561
1538,9246152,17031
1539,9246308,32259
1540,9246322,34418
1541,9246346,34422
1542,9246451,46256
1543,9246530,11376
1544,9246554,11388
1545,9246566,11408
1546,9246578,77228
1547,9246580,26169
1548,9246592,26169
1549,9246607,27492
1550,9246621,77773
1551,9246700,41743
1552,9246712,41780
1553,9247168,37494
1554,9247285,73305
1555,9247388,24086
1556,9247390,105411
1557,9247481,39441
1558,9247508,40250
1559,9247510,9304
1560,9247572,19120
1561,9247584,19121
1562,9247728,1184
1563,9247730,81171
1564,9247742,81171
1565,9247754,81171
1566,9247766,81171
1567,9247807,44807
1568,9247819,44639
1569,9247924,14565
1570,9247936,14483
1571,9248124,58548
1572,9248409,159966
1573,9248447,148553
1574,9248526,172579
1575,9248538,13274
1576,9248540,13274
1577,9248564,20530
1578,9248796,39975
1579,9248801,40039
1580,9248916,18832
1581,9249025,31642
1582,9249075,166739
1583,9249099,94143
1584,9249104,94143
1585,9249116,99990
1586,9249207,19309
1587,9249271,53098
1588,9249295,50470
1589,9249300,53098
1590,9249996,4695
1591,9250000,4500
1592,9250098,13965
1593,9250165,46818
1594,9250191,75059
1595,9250220,17228
1596,9250385,9120
1597,9250397,9822
1598,9250464,6260
1599,9250543,106162
1600,9250567,31838
1601,9250579,48635
1602,9250696,32556
1603,9250737,151736
1604,9250751,37427
1605,9250945,18721
1606,9250995,74453
1607,9251042,15503
1608,9251078,32537
1609,9251171,7155
1610,9251183,7155
1611,9251315,52300
1612,9251327,52089
1613,9251406,34806
1614,9251547,42721
1615,9251559,40218
1616,9251652,32428
1617,9251664,32580
1618,9251676,34578
1619,9251705,85832
1620,9251717,85810
1621,9251743,21297
1622,9251779,9329
1623,9251781,9328
1624,9251822,106500
1625,9252060,47465
1626,9252199,75846
1627,9252228,19893
1628,9252307,34530
1629,9252400,47045
1630,9252424,76015
1631,9252735,42200
1632,9252785,11170
1633,9252797,11188
1634,9252802,11193
1635,9252864,8192
1636,9252876,8198
1637,9252943,71522
1638,9252955,71498
1639,9253026,39383
1640,9253129,40081
1641,9253143,29912
1642,9253208,26169
1643,9253210,26169
1644,9253222,72727
1645,9253234,39575
1646,9253246,37211
1647,9253258,39550
1648,9253260,8077
1649,9253296,48847
1650,9253325,105651
1651,9253715,77707
1652,9253727,47840
1653,9253739,47840
1654,9253741,47840
1655,9253777,40083
1656,9253820,44822
1657,9253832,76858
1658,9253856,54683
1659,9253868,54200
1660,9253870,54241
1661,9254630,52579
1662,9254642,44837
1663,9254654,44837
1664,9254733,55180
1665,9254941,10770
1666,9254953,10790
1667,9254989,50341
1668,9255050,31759
1669,9255062,31770
1670,9255282,25084
1671,9255488,32464
1672,9255490,32310
1673,9255517,37500
1674,9255622,9857
1675,9255684,105330
1676,9255737,9450
1677,9255775,9335
1678,9255787,9368
1679,9255804,8254
1680,9255816,8266
1681,9255828,8234
1682,9255842,37379
1683,9255854,73705
1684,9255878,13702
1685,9255880,105588
1686,9255983,19949
1687,9256028,68439
1688,9256054,114597
1689,9256066,114639
1690,9256200,74067
1691,9256212,38638
1692,9256315,16921
1693,9256327,16939
1694,9256365,23579
1695,9256420,6319
1696,9256432,6719
1697,9256470,105162
1698,9256482,105431
1699,9256597,77470
1700,9256793,73989
1701,9257395,38427
1702,9258014,47147
1703,9258026,47149
1704,9258349,47304
1705,9258557,46493
1706,9258600,47122
1707,9258612,47171
1708,9258985,10300
1709,9259276,77213
1710,9259317,70156
1711,9259496,10407
1712,9259501,10407
1713,9259513,14012
1714,9259680,84999
1715,9259707,84999
1716,9259836,13702
1717,9259898,49474
1718,9259915,35648
1719,9259927,37320
1720,9259991,37300
1721,9260005,39634
1722,9260079,40055
1723,9260081,39816
1724,9260146,34682
1725,9260158,34656
1726,9260263,40246
1727,9260275,40246
1728,9260378,12840
1729,9260469,109735
1730,9260536,11656
1731,9260835,8211
1732,9260847,8230
1733,9260859,28379
1734,9261011,31842
1735,9261023,31829
1736,9261035,31837
1737,9261047,32178
1738,9261085,12792
1739,9261102,16613
1740,9261114,16614
1741,9261401,37296
1742,9261516,16882
1743,9261542,7319
1744,9261554,7150
1745,9261657,40059
1746,9261750,35107
1747,9261762,34552
1748,9261889,30804
1749,9261891,30804
1750,9261906,30804
1751,9261918,30450
1752,9261970,50344
1753,9262089,14424
1754,9262194,73021
1755,9262546,35079
1756,9262704,81171
1757,9262900,47999
1758,9262936,74181
1759,9263174,39812
1760,9263203,40002
1761,9263253,48104
1762,9263306,37332
1763,9263370,7209
1764,9263382,18736
1765,9263655,4700
1766,9263916,47094
1767,9263928,12503
1768,9263942,8999
1769,9263954,9240
1770,9264192,7930
1771,9264271,40345
1772,9264283,40293
1773,9264465,20585
1774,9264714,8015
1775,9264740,8015
1776,9265366,68439
1777,9265419,3520
1778,9265421,3520
1779,9265586,13858
1780,9265598,13760
1781,9265689,45974
1782,9265861,46248
1783,9265885,46195
1784,9266140,32385
1785,9266188,50246
1786,9266231,19508
1787,9266243,25148
1788,9266267,25024
1789,9266308,7409
1790,9266310,7541
1791,9266449,52425
1792,9266542,11170
1793,9266554,9417
1794,9266566,9422
1795,9266841,106138
1796,9266865,106070
1797,9266877,106021
1798,9266906,31817
1799,9266918,32039
1800,9266982,83068
1801,9266994,83160
1802,9267003,83068
1803,9267015,82971
1804,9267027,38877
1805,9267170,28616
1806,9267209,36489
1807,9267285,10621
1808,9267390,1590
1809,9267558,14750
1810,9267560,14665
1811,9267637,80270
1812,9267663,19048
1813,9267675,19531
1814,9267687,19512
1815,9267699,19550
1816,9267716,8600
1817,9267728,8600
1818,9267742,10581
1819,9267754,10536
1820,9267924,21087
1821,9267974,8065
1822,9268291,8016
1823,9268423,18736
1824,9268473,170081
1825,9268485,170050
1826,9268631,12004
1827,9268708,4803
1828,9268916,33745
1829,9268928,33745
1830,9268942,33745
1831,9268980,75730
1832,9269207,34800
1833,9269269,9157
1834,9269271,7413
1835,9269403,29524
1836,9269960,83965
1837,9270440,69303
1838,9270490,72365
1839,9270646,30239
1840,9270684,29870
1841,9270696,29870
1842,9270737,47999
1843,9270842,5291
1844,9270919,32723
1845,9271248,84878
1846,9271327,105845
1847,9271511,37116
1848,9271559,203277
1849,9271573,150611
1850,9271585,150581
1851,9271884,17653
1852,9271896,17592
1853,9271925,30435
1854,9272199,47171
1855,9272204,47171
1856,9272216,30435
1857,9272228,30469
1858,9272230,30435
1859,9272345,173880
1860,9272448,55567
1861,9272668,29709
1862,9272735,8501
1863,9272747,8571
1864,9272761,8571
1865,9272773,32263
1866,9272785,52428
1867,9272931,46992
1868,9272955,76629
1869,9273014,16765
1870,9273064,148644
1871,9273088,74999
1872,9273210,73613
1873,9273260,72718
1874,9273351,45915
1875,9273442,72652
1876,9273557,148644
1877,9273650,46101
1878,9273727,4020
1879,9273791,12767
1880,9273832,46719
1881,9273894,20111
1882,9273923,33890
1883,9274317,25230
1884,9274329,25147
1885,9274355,27001
1886,9274460,52502
1887,9274513,150939
1888,9274525,151174
1889,9274537,8182
1890,9274549,8184
1891,9274666,37082
1892,9274812,152146
1893,9274848,14330
1894,9274939,52498
1895,9275036,34273
1896,9275048,34295
1897,9275050,34300
1898,9275062,34317
1899,9275115,16397
1900,9275141,73975
1901,9275256,34656
1902,9275268,34656
1903,9275323,48821
1904,9275335,75485
1905,9275347,80920
1906,9275397,43093
1907,9275763,70313
1908,9275957,170903
1909,9275969,72910
1910,9275971,85806
1911,9276016,46719
1912,9276169,76878
1913,9276341,8496
1914,9276389,75485
1915,9276561,103643
1916,9276573,103622
1917,9276585,103560
1918,9276597,103755
1919,9276743,29721
1920,9277280,10508
1921,9277292,10538
1922,9277319,7250
1923,9277321,7707
1924,9277333,7701
1925,9277345,7750
1926,9277371,14803
1927,9277383,8634
1928,9277395,8627
1929,9277400,8635
1930,9277474,32759
1931,9277632,52818
1932,9277644,52810
1933,9277656,52808
1934,9277735,74999
1935,9277785,74999
1936,9277802,21182
1937,9277814,21214
1938,9277826,21120
1939,9277943,44617
1940,9278052,51319
1941,9278064,51319
1942,9278090,68280
1943,9278143,68254
1944,9278234,6133
1945,9278428,76267
1946,9278430,76343
1947,9278662,33573
1948,9278698,46383
1949,9278715,26197
1950,9278727,26196
1951,9278765,52988
1952,9278777,52988
1953,9278791,36489
1954,9278806,52686
1955,9278868,52532
1956,9278870,52483
1957,9278882,52544
1958,9278911,32662
1959,9278923,28678
1960,9279202,23740
1961,9279329,18369
1962,9279331,18381
1963,9279367,50329
1964,9279484,75611
1965,9279537,75499
1966,9279551,28657
1967,9279733,45879
1968,9279783,76015
1969,9279812,14650
1970,9279836,48821
1971,9279965,66694
1972,9279977,66786
1973,9279989,85680
1974,9280366,71024
1975,9280615,73235
1976,9280639,73235
1977,9280770,74823
1978,9280809,55495
1979,9281267,68372
1980,9281279,68578
1981,9281281,4930
1982,9281322,3500
1983,9281334,3500
1984,9281437,73641
1985,9281487,6315
1986,9281499,6315
1987,9281504,6315
1988,9281516,6315
1989,9281566,45592
1990,9281578,45568
1991,9281920,49999
1992,9281968,49416
1993,9282041,115392
1994,9282053,115444
1995,9282168,12930
1996,9282170,12890
1997,9282338,11443
1998,9282364,8521
1999,9282388,55580
2000,9282390,55646
2001,9282479,114809
2002,9282481,114809
2003,9282493,113782
2004,9282510,46874
2005,9282558,46847
2006,9282613,35313
2007,9282625,72825
2008,9282780,28710
2009,9282821,40095
2010,9282924,20810
2011,9282948,18820
2012,9282998,72514
2013,9283007,33853
2014,9283186,64963
2015,9283198,64730
2016,9283203,65066
2017,9283239,65005
2018,9283306,109637
2019,9283538,27783
2020,9283540,27781
2021,9283617,72829
2022,9283629,72854
2023,9283679,74999
2024,9283693,34567
2025,9283710,46955
2026,9283784,46889
2027,9283796,37432
2028,9283863,20120
2029,9283875,20146
2030,9283899,28611
2031,9283954,12786
2032,9283966,12672
2033,9283978,16600
2034,9284001,32773
2035,9284013,44451
2036,9284025,44399
2037,9284192,84878
2038,9284269,56006
2039,9284271,177640
2040,9284300,56042
2041,9284362,27101
2042,9284374,74045
2043,9284439,13776
2044,9284477,52994
2045,9284520,52980
2046,9284544,52949
2047,9284647,13602
2048,9284697,32858
2049,9284702,32762
2050,9284726,45898
2051,9284740,21471
2052,9284752,21453
2053,9284764,18383
2054,9284776,18376
2055,9284843,52483
2056,9284893,76466
2057,9284908,76417
2058,9284946,299095
2059,9285005,105337
2060,9285017,55541
2061,9285029,38890
2062,9285079,55566
2063,9285108,55676
2064,9285110,55604
2065,9285122,38981
2066,9285134,38981
2067,9285146,38981
2068,9285328,10632
2069,9285354,37821
2070,9285407,34790
2071,9285471,105528
2072,9285495,27178
2073,9285615,21005
2074,9285627,21106
2075,9285639,21053
2076,9285641,21053
2077,9285665,93659
2078,9285689,93728
2079,9285691,93638
2080,9285835,115340
2081,9285847,115340
2082,9285859,115341
2083,9285861,103124
2084,9285938,37193
2085,9285940,37228
2086,9285952,78489
2087,9285988,101612
2088,9286047,37299
2089,9286059,37305
2090,9286231,101661
2091,9286267,101847
2092,9286281,159100
2093,9286437,5765
2094,9286449,11656
2095,9286554,19817
2096,9286566,82849
2097,9286592,82977
2098,9286607,82926
2099,9286621,76294
2100,9286633,73630
2101,9286774,34287
2102,9286786,34282
2103,9286798,171681
2104,9286827,13700
2105,9286865,76602
2106,9286889,76633
2107,9286906,75798
2108,9286920,75776
2109,9287194,77171
2110,9287297,20622
2111,9287314,13777
2112,9287340,31751
2113,9287417,12420
2114,9287584,7499
2115,9287687,8645
2116,9287704,8707
2117,9287716,8658
2118,9287807,9296
2119,9287900,68150
2120,9287924,68042
2121,9287998,53688
2122,9288021,46187
2123,9288045,21250
2124,9288057,23660
2125,9288069,23660
2126,9288071,23688
2127,9288239,32740
2128,9288289,45913
2129,9288291,32583
2130,9288332,55426
2131,9288344,55452
2132,9288356,70681
2133,9288435,76492
2134,9288461,76498
2135,9288473,76508
2136,9288485,52409
2137,9288693,111013
2138,9288708,111006
2139,9288710,111009
2140,9288722,111004
2141,9288734,105042
2142,9288746,105042
2143,9288760,46803
2144,9288772,37432
2145,9288796,37432
2146,9288813,46803
2147,9288825,47210
2148,9288837,47210
2149,9288851,115635
2150,9288863,115639
2151,9288887,159331
2152,9288916,40354
2153,9288942,40218
2154,9288954,40099
2155,9289013,53565
2156,9289025,53162
2157,9289063,23287
2158,9289087,104904
2159,9289099,105035
2160,9289104,104954
2161,9289116,104849
2162,9289128,105007
2163,9289178,61369
2164,9289180,28936
2165,9289192,28897
2166,9289518,53095
2167,9289532,53148
2168,9289544,66939
2169,9289556,66633
2170,9289738,46994
2171,9289752,73788
2172,9289908,12600
2173,9289972,68017
2174,9290048,10385
2175,9290074,10683
2176,9290103,50869
2177,9290139,50748
2178,9290165,22506
2179,9290177,22513
2180,9290232,52384
2181,9290282,101874
2182,9290311,105784
2183,9290323,159092
2184,9290335,159081
2185,9290359,152622
2186,9290361,105472
2187,9290373,163750
2188,9290397,159156
2189,9290414,67255
2190,9290464,93541
2191,9290476,93545
2192,9290488,93570
2193,9290505,37371
2194,9290517,40000
2195,9290531,117063
2196,9290543,117095
2197,9290579,46187
2198,9290593,176274
2199,9290608,46938
2200,9290658,46920
2201,9290828,37252
2202,9290830,37270
2203,9290892,55955
2204,9290921,47120
2205,9290933,150037
2206,9290957,72718
2207,9291066,16882
2208,9291121,75409
2209,9291224,6539
2210,9291248,107160
2211,9291250,114880
2212,9291262,114834
2213,9291391,55695
2214,9291406,77171
2215,9291418,76838
2216,9291456,20704
2217,9291597,15995
2218,9291640,53039
2219,9291779,76390
2220,9291963,12837
2221,9292034,47199
2222,9292060,46697
2223,9292113,29213
2224,9292125,23679
2225,9292163,305442
2226,9292199,163750
2227,9292204,105926
2228,9292278,40218
2229,9292280,40157
2230,9292436,17266
2231,9292503,115515
2232,9292515,115525
2233,9292577,50375
2234,9292591,40095
2235,9292618,75331
2236,9292761,29328
2237,9292840,158609
2238,9292943,8505
2239,9293076,6160
2240,9293088,6164
2241,9293117,159186
2242,9293167,64519
2243,9293179,64513
2244,9293272,12420
2245,9293337,36882
2246,9293404,5000
2247,9293416,11636
2248,9293428,11636
2249,9293442,64989
2250,9293466,65006
2251,9293519,19401
2252,9293521,19381
2253,9293545,9230
2254,9293583,18881
2255,9293595,18944
2256,9293612,21965
2257,9293624,21965
2258,9293648,19080
2259,9293650,19106
2260,9293674,53589
2261,9293753,106912
2262,9293894,17713
2263,9293909,17709
2264,9293923,32594
2265,9293961,40085
2266,9293973,40102
2267,9293997,40158
2268,9294020,33648
2269,9294123,39999
2270,9294185,39418
2271,9294202,52050
2272,9294226,710
2273,9294276,19931
2274,9294288,34614
2275,9294379,62994
2276,9294381,62994
2277,9294393,63150
2278,9294408,62994
2279,9294484,76801
2280,9294824,52683
2281,9294836,52600
2282,9294977,10649
2283,9295244,103800
2284,9295256,103890
2285,9295268,103691
2286,9295311,40218
2287,9295335,39698
2288,9295361,71949
2289,9295373,72064
2290,9295385,72044
2291,9295397,72037
2292,9295414,52863
2293,9295426,8648
2294,9295438,8643
2295,9295440,8657
2296,9295452,8650
2297,9295505,17350
2298,9295517,17350
2299,9295529,12343
2300,9295531,12193
2301,9295581,44379
2302,9295830,21099
2303,9295842,27176
2304,9295957,68228
2305,9295969,52683
2306,9295971,52683
2307,9296119,40952
2308,9296195,107197
2309,9296200,180202
2310,9296248,75656
2311,9296250,75621
2312,9296315,28653
2313,9296327,28671
2314,9296377,149996
2315,9296389,149997
2316,9296391,146427
2317,9296418,146356
2318,9296597,45897
2319,9296626,82214
2320,9296731,32858
2321,9296793,77326
2322,9296822,106433
2323,9296872,20587
2324,9297321,103194
2325,9297333,103232
2326,9297345,113782
2327,9297412,74999
2328,9297541,108386
2329,9297553,108402
2330,9297577,17264
2331,9297589,13711
2332,9297591,11286
2333,9297606,11181
2334,9297618,11202
2335,9297864,66821
2336,9297876,66799
2337,9297890,163292
2338,9297905,158344
2339,9297929,73691
2340,9297931,73691
2341,9298181,37558
2342,9298193,32302
2343,9298272,73901
2344,9298301,73897
2345,9298325,73869
2346,9298351,20677
2347,9298363,20718
2348,9298375,20635
2349,9298387,20610
2350,9298399,78542
2351,9298416,12984
2352,9298492,50922
2353,9298507,50939
2354,9298533,52489
2355,9298545,52514
2356,9298595,21600
2357,9298612,8329
2358,9298636,41647
2359,9298650,107115
2360,9298686,61454
2361,9298698,61454
2362,9298727,37515
2363,9298741,163759
2364,9298753,163759
2365,9298765,163927
2366,9298997,67270
2367,9299032,33783
2368,9299056,1000
2369,9299111,101970
2370,9299159,65065
2371,9299214,27300
2372,9299276,53565
2373,9299288,53195
2374,9299343,109672
2375,9299355,109672
2376,9299393,5628
2377,9299422,29057
2378,9299434,29050
2379,9299446,29032
2380,9299458,29040
2381,9299460,27638
2382,9299484,33796
2383,9299496,38512
2384,9299501,9500
2385,9299525,105084
2386,9299537,105014
2387,9299549,105082
2388,9299551,105101
2389,9299563,72807
2390,9299628,101818
2391,9299630,101810
2392,9299642,113964
2393,9299666,164608
2394,9299678,164565
2395,9299680,109841
2396,9299692,109919
2397,9299707,109857
2398,9299719,110043
2399,9299733,106005
2400,9299757,106061
2401,9299783,101818
2402,9299795,101779
2403,9299800,113964
2404,9299812,113909
2405,9299862,37332
2406,9299874,45998
2407,9300178,32573
2408,9300192,32355
2409,9300219,32545
2410,9300221,55862
2411,9300295,54043
2412,9300441,78715
2413,9300477,78733
2414,9300520,55912
2415,9300623,52223
2416,9300659,17264
2417,9300764,37832
2418,9300790,105530
2419,9300805,105545
2420,9300829,14825
2421,9300843,30570
2422,9300855,30541
2423,9300881,19950
2424,9300908,19949
2425,9300972,38608
2426,9301029,105363
2427,9301043,82790
2428,9301108,10700
2429,9301122,16986
2430,9301134,17002
2431,9301146,53702
2432,9301184,53533
2433,9301196,53533
2434,9301201,10744
2435,9301287,40471
2436,9301299,40426
2437,9301328,68483
2438,9301433,34289
2439,9301445,34263
2440,9301457,34243
2441,9301471,102756
2442,9301483,102761
2443,9301536,158933
2444,9301562,13727
2445,9301598,7099
2446,9301603,7064
2447,9301720,55257
2448,9301732,70377
2449,9301744,70372
2450,9301794,50869
2451,9301809,50869
2452,9301811,50869
2453,9301823,50869
2454,9301847,50500
